Domain_Code,Domain,Area_Code_M49,Area,Element_Code,Element,Item_Code_CPC,Item,Year_Code,Year,Unit,Value,Flag,Flag_Description,Note,Value_winsor,YoY_Return,Log_Return,Value_lag1,Value_lag2,Value_lag3,Vol_3y,Vol_5y
QCL,Crops and livestock products,392,Japan,5510,Production,1252.0,Green garlic,2008,2008,t,19700.0,A,Official figure,No additional notes,19700.0,1.0499906345605527,0.7178352246328337,9609.8,2050.0,19200.0,2.2992256508494924,1.961205855901083
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1252.0,Green garlic,2009,2009,ha,2140.0,A,Official figure,No additional notes,2140.0,-0.8913705583756345,-2.2198128067101828,19700.0,9609.8,2050.0,2.298346752489302,1.8829467545610288
QCL,Crops and livestock products,392,Japan,5412,Yield,1252.0,Green garlic,2009,2009,kg/ha,9252.3,A,Official figure,No additional notes,9252.3,3.3235046728971955,1.4640663402312704,2140.0,19700.0,9609.8,2.109617760762583,2.205708498690302
QCL,Crops and livestock products,392,Japan,5510,Production,1252.0,Green garlic,2009,2009,t,19800.0,A,Official figure,No additional notes,19800.0,1.1400084303362408,0.760809768435459,9252.3,2140.0,19700.0,2.107895065867649,1.8728867943618388
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1252.0,Green garlic,2010,2010,ha,2240.0,A,Official figure,No additional notes,2240.0,-0.8868686868686868,-2.1792060718335406,19800.0,9252.3,2140.0,2.105672122235282,1.7491726786468713
QCL,Crops and livestock products,392,Japan,5412,Yield,1252.0,Green garlic,2010,2010,kg/ha,8794.6,A,Official figure,No additional notes,8794.6,2.9261607142857144,1.3676620309017256,2240.0,19800.0,9252.3,1.9077807370421607,2.011911839901237
QCL,Crops and livestock products,392,Japan,5510,Production,1252.0,Green garlic,2010,2010,t,19700.0,A,Official figure,No additional notes,19700.0,1.240010915789234,0.8064807389752686,8794.6,2240.0,19800.0,1.9107551387361639,1.6764279086095613
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1252.0,Green garlic,2011,2011,ha,2240.0,A,Official figure,No additional notes,2240.0,-0.8862944162436548,-2.174142769876994,19700.0,8794.6,2240.0,1.9104576079350262,1.6182764685185802
QCL,Crops and livestock products,392,Japan,5412,Yield,1252.0,Green garlic,2011,2011,kg/ha,9196.4,A,Official figure,No additional notes,9196.4,3.105535714285714,1.4123362372606958,2240.0,19700.0,8794.6,1.99733426220379,1.9538200899282843
QCL,Crops and livestock products,392,Japan,5510,Production,1252.0,Green garlic,2011,2011,t,20600.0,A,Official figure,No additional notes,20600.0,1.2400069592449219,0.806478972667891,9196.4,2240.0,19700.0,1.99733417610786,1.6154043634130106
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1252.0,Green garlic,2012,2012,ha,2300.0,A,Official figure,No additional notes,2300.0,-0.8883495145631068,-2.192381952860432,20600.0,9196.4,2240.0,1.998383431539161,1.6874294481678238
QCL,Crops and livestock products,392,Japan,5412,Yield,1252.0,Green garlic,2012,2012,kg/ha,8739.1,A,Official figure,No additional notes,8739.1,2.799608695652174,1.3348980866016933,2300.0,20600.0,9196.4,1.8512740935231322,1.9252266622147303
QCL,Crops and livestock products,392,Japan,5510,Production,1252.0,Green garlic,2012,2012,t,20100.0,A,Official figure,No additional notes,20100.0,1.3000080099781441,0.8329126055282329,8739.1,2300.0,20600.0,1.8546673840154664,1.587284536602241
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1252.0,Green garlic,2013,2013,ha,2340.0,A,Official figure,No additional notes,2340.0,-0.8835820895522388,-2.1505688856954204,20100.0,8739.1,2300.0,1.852150205367437,1.5882099809750136
QCL,Crops and livestock products,392,Japan,5412,Yield,1252.0,Green garlic,2013,2013,kg/ha,8931.6,A,Official figure,No additional notes,8931.6,2.816923076923077,1.3394446208021182,2340.0,20100.0,8739.1,1.8602345519764512,1.8533327280302405
QCL,Crops and livestock products,392,Japan,5510,Production,1252.0,Green garlic,2013,2013,t,20900.0,A,Official figure,No additional notes,20900.0,1.340006269873259,0.8501536087990371,8931.6,2340.0,20100.0,1.8627652801784287,1.5138609487654875
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1252.0,Green garlic,2014,2014,ha,2310.0,A,Official figure,No additional notes,2310.0,-0.8894736842105263,-2.202501634437063,20900.0,8931.6,2340.0,1.8658885761458417,1.6029954219334754
QCL,Crops and livestock products,392,Japan,5412,Yield,1252.0,Green garlic,2014,2014,kg/ha,8701.3,A,Official figure,No additional notes,8701.3,2.7667965367965364,1.326224915251346,2310.0,20900.0,8931.6,1.8427616621288585,1.847419533325594
QCL,Crops and livestock products,392,Japan,5510,Production,1252.0,Green garlic,2014,2014,t,20100.0,A,Official figure,No additional notes,20100.0,1.3099996552239324,0.837247375279982,8701.3,2310.0,20900.0,1.8406634697877138,1.5087653041015898
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1252.0,Green garlic,2015,2015,ha,2330.0,A,Official figure,No additional notes,2330.0,-0.8840796019900498,-2.154851547487421,20100.0,8701.3,2310.0,1.8378038307473399,1.587843367774034
QCL,Crops and livestock products,392,Japan,5412,Yield,1252.0,Green garlic,2015,2015,kg/ha,8798.3,A,Official figure,No additional notes,8798.3,2.776094420600858,1.3286902534263587,2330.0,20100.0,8701.3,1.84211343858314,1.8364904741960317
QCL,Crops and livestock products,392,Japan,5510,Production,1252.0,Green garlic,2015,2015,t,20500.0,A,Official figure,No additional notes,20500.0,1.3299955673255064,0.8458663651403946,8798.3,2330.0,20100.0,1.843466147617639,1.4978260800308802
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1252.0,Green garlic,2016,2016,ha,2410.0,A,Official figure,No additional notes,2410.0,-0.8824390243902439,-2.140798138641799,20500.0,8798.3,2330.0,1.8425948950770124,1.5880891970396138
QCL,Crops and livestock products,392,Japan,5412,Yield,1252.0,Green garlic,2016,2016,kg/ha,8755.2,A,Official figure,No additional notes,8755.2,2.6328630705394196,1.2900210620634214,2410.0,20500.0,8798.3,1.7771550003759842,1.804357983297023
QCL,Crops and livestock products,392,Japan,5510,Production,1252.0,Green garlic,2016,2016,t,21100.0,A,Official figure,No additional notes,21100.0,1.4099963450292394,0.8796252309160357,8755.2,2410.0,20500.0,1.7845639882962228,1.467473176606825
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1252.0,Green garlic,2017,2017,ha,2430.0,A,Official figure,No additional notes,2430.0,-0.8848341232227488,-2.1613817831295634,21100.0,8755.2,2410.0,1.785863164475369,1.5532652569277923
QCL,Crops and livestock products,392,Japan,5412,Yield,1252.0,Green garlic,2017,2017,kg/ha,8518.5,A,Official figure,No additional notes,8518.5,2.5055555555555555,1.2543490116510028,2430.0,21100.0,8755.2,1.730184914768416,1.7455395235615494
QCL,Crops and livestock products,392,Japan,5510,Production,1252.0,Green garlic,2017,2017,t,20700.0,A,Official figure,No additional notes,20700.0,1.4300052826201797,0.8878934312678636,8518.5,2430.0,21100.0,1.7325334070093747,1.4108437173280899
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1252.0,Green garlic,2018,2018,ha,2470.0,A,Official figure,No additional notes,2470.0,-0.8806763285024155,-2.125915549631438,20700.0,8518.5,2430.0,1.730251632480195,1.52528593586422
QCL,Crops and livestock products,392,Japan,5412,Yield,1252.0,Green garlic,2018,2018,kg/ha,8178.1,A,Official figure,No additional notes,8178.1,2.3109716599190286,1.1972416991563932,2470.0,20700.0,8518.5,1.6483308804113448,1.673762548006708
QCL,Crops and livestock products,392,Japan,5510,Production,1252.0,Green garlic,2018,2018,t,20200.0,A,Official figure,No additional notes,20200.0,1.4700113718345338,0.9042227546108802,8178.1,2470.0,20700.0,1.6542653834177292,1.3466644889658363
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1252.0,Green garlic,2019,2019,ha,2510.0,A,Official figure,No additional notes,2510.0,-0.8757425742574257,-2.0853998512634666,20200.0,8178.1,2470.0,1.6515105909461594,1.474969867710288
QCL,Crops and livestock products,392,Japan,5412,Yield,1252.0,Green garlic,2019,2019,kg/ha,8286.9,A,Official figure,No additional notes,8286.9,2.3015537848605576,1.1943932015573677,2510.0,20200.0,8178.1,1.6476870917507138,1.6277384527247505
QCL,Crops and livestock products,392,Japan,5510,Production,1252.0,Green garlic,2019,2019,t,20800.0,A,Official figure,No additional notes,20800.0,1.5099856399860023,0.9202770320062122,8286.9,2510.0,20200.0,1.6539594611054653,1.3060080936426055
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1252.0,Green garlic,2020,2020,ha,2530.0,A,Official figure,No additional notes,2530.0,-0.8783653846153846,-2.1067336839678434,20800.0,8286.9,2510.0,1.655429786545638,1.4822297478249882
QCL,Crops and livestock products,392,Japan,5412,Yield,1252.0,Green garlic,2020,2020,kg/ha,8379.4,A,Official figure,No additional notes,8379.4,2.3120158102766797,1.1975570101458828,2530.0,20800.0,8286.9,1.6596186901158911,1.6311545351230772
QCL,Crops and livestock products,392,Japan,5510,Production,1252.0,Green garlic,2020,2020,t,21200.0,A,Official figure,No additional notes,21200.0,1.5300140821538535,0.9282248687926552,8379.4,2530.0,20800.0,1.6628464815622486,1.3090468611921355
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1252.0,Green garlic,2021,2021,ha,2520.0,A,Official figure,No additional notes,2520.0,-0.8811320754716981,-2.129742280154635,21200.0,8379.4,2530.0,1.6643990865814453,1.4944145253940773
QCL,Crops and livestock products,392,Japan,5412,Yield,1252.0,Green garlic,2021,2021,kg/ha,8015.9,A,Official figure,No additional notes,8015.9,2.180912698412698,1.1571681676914627,2520.0,21200.0,8379.4,1.6131445998087552,1.6089800343212874
QCL,Crops and livestock products,392,Japan,5510,Production,1252.0,Green garlic,2021,2021,t,20200.0,A,Official figure,No additional notes,20200.0,1.5199915168602405,0.9242555351923645,8015.9,2520.0,21200.0,1.61133120489191,1.289727401340965
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1252.0,Green garlic,2022,2022,ha,2550.0,A,Official figure,No additional notes,2550.0,-0.8737623762376238,-2.0695892452368243,20200.0,8015.9,2520.0,1.6071669857566055,1.4603940881118478
QCL,Crops and livestock products,392,Japan,5412,Yield,1252.0,Green garlic,2022,2022,kg/ha,8000.0,A,Official figure,No additional notes,8000.0,2.1372549019607843,1.143348182509501,2550.0,20200.0,8015.9,1.5904557437474918,1.568427340059918
QCL,Crops and livestock products,392,Japan,5510,Production,1252.0,Green garlic,2022,2022,t,20400.0,A,Official figure,No additional notes,20400.0,1.5499999999999998,0.9360933591703348,8000.0,2550.0,20200.0,1.596126427007553,1.2562942167032927
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1252.0,Green garlic,2023,2023,ha,2628.0,I,Imputed value,No additional notes,2628.0,-0.8711764705882353,-2.049311800227807,20400.0,8000.0,2550.0,1.5946589575279235,1.4496229781997183
QCL,Crops and livestock products,392,Japan,5412,Yield,1252.0,Green garlic,2023,2023,kg/ha,7892.9,E,Estimated value,No additional notes,7892.9,2.003386605783866,1.0997405205696966,2628.0,20400.0,8000.0,1.5454647518937559,1.532368399206623
QCL,Crops and livestock products,392,Japan,5510,Production,1252.0,Green garlic,2023,2023,t,20743.87,I,Imputed value,No additional notes,20743.87,1.6281683538369927,0.9662871601523171,7892.9,2628.0,20400.0,1.5626167246010294,1.232822145587292
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2001,2001,ha,21900.0,A,Official figure,No additional notes,21900.0,-0.9592330603127327,-3.1998838278266275,537200.0,24418.2,22000.0,12.381068313478393,12.381068313478393
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2001,2001,kg/ha,25305.9,A,Official figure,No additional notes,25305.9,0.15552054794520553,0.14455093330478508,21900.0,537200.0,24418.2,12.368922840985624,10.628113314037556
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2001,2001,t,554200.0,A,Official figure,No additional notes,554200.0,20.900031218016352,3.0864880623016377,25305.9,21900.0,537200.0,12.311274191688783,11.610087122117372
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2002,2002,ha,22000.0,A,Official figure,No additional notes,22000.0,-0.9603031396607723,-3.2264831790705624,554200.0,25305.9,21900.0,12.311607014466452,11.805691716455234
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2002,2002,kg/ha,25527.3,A,Official figure,No additional notes,25527.3,0.16033181818181808,0.14870601437046724,22000.0,554200.0,25305.9,12.310328807778143,9.542453871472738
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2002,2002,t,561600.0,A,Official figure,No additional notes,561600.0,20.999976495751607,3.091041384982818,25527.3,22000.0,554200.0,12.367972716264708,11.60148909730119
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2003,2003,ha,22100.0,A,Official figure,No additional notes,22100.0,-0.9606481481481481,-3.235212244187894,561600.0,25527.3,22000.0,12.368080025631391,11.805157276482042
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2003,2003,kg/ha,24823.5,A,Official figure,No additional notes,24823.5,0.12323529411764711,0.1162131766212635,22100.0,561600.0,25527.3,12.377951912349879,9.590398020472879
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2003,2003,t,548600.0,A,Official figure,No additional notes,548600.0,21.100026184865147,3.0955787933585324,24823.5,22100.0,561600.0,12.435660493233675,11.661927032019344
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2004,2004,ha,21800.0,A,Official figure,No additional notes,21800.0,-0.960262486328837,-3.2254596087084595,548600.0,24823.5,22100.0,12.435540865940045,11.866072811389305
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2004,2004,kg/ha,23362.4,A,Official figure,No additional notes,23362.4,0.07166972477064237,0.06921792261364634,21800.0,548600.0,24823.5,12.449317221957145,9.643726494366707
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2004,2004,t,509300.0,A,Official figure,No additional notes,509300.0,20.79998630277711,3.0819093414818695,23362.4,21800.0,548600.0,12.276240056915832,11.623048158737499
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2005,2005,ha,21500.0,A,Official figure,No additional notes,21500.0,-0.9577851953661889,-3.164984298756942,509300.0,23362.4,21800.0,12.275473556079675,11.819860409985909
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2005,2005,kg/ha,25655.8,A,Official figure,No additional notes,25655.8,0.19329302325581388,0.17671673177939326,21500.0,509300.0,23362.4,12.243102885210313,9.502639357744807
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2005,2005,t,551600.0,A,Official figure,No additional notes,551600.0,20.500011693262344,3.0680534790061365,25655.8,21500.0,509300.0,12.070106679463757,11.446191720762148
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2006,2006,ha,20900.0,A,Official figure,No additional notes,20900.0,-0.9621102248005802,-3.2730739869483827,551600.0,25655.8,21500.0,12.071457085719517,11.635716055840222
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2006,2006,kg/ha,26095.7,A,Official figure,No additional notes,26095.7,0.24859808612440193,0.22202139082709815,20900.0,551600.0,25655.8,12.056866957100361,9.351808624786075
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2006,2006,t,545400.0,A,Official figure,No additional notes,545400.0,19.899995018336355,3.039748920613625,26095.7,20900.0,551600.0,11.710896999356434,11.17145479219666
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2007,2007,ha,20900.0,A,Official figure,No additional notes,20900.0,-0.9616795012834617,-3.2617703114407233,545400.0,26095.7,20900.0,11.710761695896679,11.382555789929775
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2007,2007,kg/ha,26014.4,A,Official figure,No additional notes,26014.4,0.24470813397129199,0.21890107188838834,20900.0,545400.0,26095.7,11.711782794802156,9.079611738064187
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2007,2007,t,543700.0,A,Official figure,No additional notes,543700.0,19.89996309736146,3.0397473932927213,26014.4,20900.0,545400.0,11.711764389677908,10.996250843239173
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2008,2008,ha,20600.0,A,Official figure,No additional notes,20600.0,-0.9621114585249219,-3.27310654835634,543700.0,26014.4,20900.0,11.711900044968992,11.217045894817655
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2008,2008,kg/ha,26422.3,A,Official figure,No additional notes,26422.3,0.28263592233009716,0.24891727477072037,20600.0,543700.0,26014.4,11.701959068960283,9.076380887037768
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2008,2008,t,544300.0,A,Official figure,No additional notes,544300.0,19.600023465027647,3.0252922148738985,26422.3,20600.0,543700.0,11.52903761617661,10.908902386281547
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2009,2009,ha,20600.0,A,Official figure,No additional notes,20600.0,-0.9621532243248209,-3.274209489644619,544300.0,26422.3,20600.0,11.529050782686216,11.129349490933908
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2009,2009,kg/ha,26689.3,A,Official figure,No additional notes,26689.3,0.29559708737864065,0.25897166022563206,20600.0,544300.0,26422.3,11.525666458104208,8.93781201623674
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2009,2009,t,549800.0,A,Official figure,No additional notes,549800.0,19.600015736643524,3.0252918397099777,26689.3,20600.0,544300.0,11.525662002766447,10.817535735931282
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2010,2010,ha,20900.0,A,Official figure,No additional notes,20900.0,-0.9619861767915605,-3.2698054167603785,549800.0,26689.3,20600.0,11.52560929510536,11.044643440326553
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2010,2010,kg/ha,25736.8,A,Official figure,No additional notes,25736.8,0.2314258373205742,0.208172715344508,20900.0,549800.0,26689.3,11.542403198725484,8.942645027741332
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2010,2010,t,537900.0,A,Official figure,No additional notes,537900.0,19.900034192284977,3.0397507949639238,25736.8,20900.0,549800.0,11.715390737090011,10.908965708049791
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2011,2011,ha,20800.0,A,Official figure,No additional notes,20800.0,-0.9613311024353969,-3.252719682571924,537900.0,25736.8,20900.0,11.715185200542605,11.137591087235334
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2011,2011,kg/ha,26076.9,A,Official figure,No additional notes,26076.9,0.2536971153846155,0.2260968782554975,20800.0,537900.0,25736.8,11.709336844793645,9.08034896969379
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2011,2011,t,542400.0,A,Official figure,No additional notes,542400.0,19.800018407095934,3.034953871663416,26076.9,20800.0,537900.0,11.651670860623542,10.97032557318166
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2012,2012,ha,20900.0,A,Official figure,No additional notes,20900.0,-0.9614675516224189,-3.256254577655422,542400.0,26076.9,20800.0,11.651713753927705,11.188100616578614
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2012,2012,kg/ha,27086.1,A,Official figure,No additional notes,27086.1,0.29598564593301435,0.2592715221997769,20900.0,542400.0,26076.9,11.640645612870287,9.029550497351865
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2012,2012,t,566100.0,A,Official figure,No additional notes,566100.0,19.90001882884579,3.039750059872072,27086.1,20900.0,542400.0,11.698297024091781,10.959180077053112
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2013,2013,ha,21300.0,A,Official figure,No additional notes,21300.0,-0.9623741388447271,-3.2800636683272355,566100.0,27086.1,20900.0,11.698582725577156,11.181362545705458
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2013,2013,kg/ha,27183.1,A,Official figure,No additional notes,27183.1,0.2762018779342723,0.24388838395570656,21300.0,566100.0,27086.1,11.703757962086115,9.072167076773873
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2013,2013,t,579000.0,A,Official figure,No additional notes,579000.0,20.299998896373115,3.058707020901909,27183.1,21300.0,566100.0,11.934369307967492,11.093086055501722
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2014,2014,ha,21300.0,A,Official figure,No additional notes,21300.0,-0.9632124352331606,-3.3025954048576147,579000.0,27183.1,21300.0,11.934632734245,11.322551311967636
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2014,2014,kg/ha,27126.8,A,Official figure,No additional notes,27126.8,0.27355868544600925,0.24181509639055798,21300.0,579000.0,27183.1,11.935326182243848,9.252974593632377
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2014,2014,t,577800.0,A,Official figure,No additional notes,577800.0,20.29996903431293,3.058705618926197,27126.8,21300.0,579000.0,11.935308964531794,11.205650175520693
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2015,2015,ha,21500.0,A,Official figure,No additional notes,21500.0,-0.9627898926964348,-3.2911748528985183,577800.0,27126.8,21300.0,11.935176206323858,11.431604713228571
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2015,2015,kg/ha,26418.6,A,Official figure,No additional notes,26418.6,0.22877209302325574,0.20601537239756354,21500.0,577800.0,27126.8,11.946949986014312,9.25753389197859
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2015,2015,t,568000.0,A,Official figure,No additional notes,568000.0,20.500003785211934,3.0680531111899705,26418.6,21500.0,577800.0,12.06229778237871,11.268737287227383
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2016,2016,ha,21600.0,A,Official figure,No additional notes,21600.0,-0.9619718309859155,-3.2694281040310336,568000.0,26418.6,21500.0,12.062041720214909,11.493686186254426
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2016,2016,kg/ha,27115.7,A,Official figure,No additional notes,27115.7,0.2553564814814815,0.2274195812386991,21600.0,568000.0,26418.6,12.05504064712521,9.348370595585468
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2016,2016,t,585700.0,A,Official figure,No additional notes,585700.0,20.600032453523234,3.072694817166918,27115.7,21600.0,568000.0,12.11271891713347,11.353654842706032
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2017,2017,ha,21800.0,A,Official figure,No additional notes,21800.0,-0.9627795799897558,-3.2908977433006927,585700.0,27115.7,21600.0,12.112972100632733,11.57123522710735
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2017,2017,kg/ha,26752.3,A,Official figure,No additional notes,26752.3,0.22716972477064212,0.20471048115920254,21800.0,585700.0,27115.7,12.120398631405848,9.393164651882785
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2017,2017,t,583200.0,A,Official figure,No additional notes,583200.0,20.7999947668051,3.0819097297402025,26752.3,21800.0,585700.0,12.235709057424037,11.436337903697984
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2018,2018,ha,21700.0,A,Official figure,No additional notes,21700.0,-0.9627914951989026,-3.2912179201480347,583200.0,26752.3,21800.0,12.235712782676108,11.658289090912833
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2018,2018,kg/ha,26986.2,A,Official figure,No additional notes,26986.2,0.24360368663594478,0.21801336368499652,21700.0,583200.0,26752.3,12.231376792640598,9.483634758506694
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2018,2018,t,585600.0,A,Official figure,No additional notes,585600.0,20.69997998977255,3.0773113384156914,26986.2,21700.0,583200.0,12.173703826967747,11.46556112979123
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2019,2019,ha,21200.0,A,Official figure,No additional notes,21200.0,-0.9637978142076503,-3.318635780969136,585600.0,26986.2,21700.0,12.174018910368048,11.682953881465545
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2019,2019,kg/ha,27268.9,A,Official figure,No additional notes,27268.9,0.28626886792452844,0.251745676998887,21200.0,585600.0,26986.2,12.162795301082884,9.433492772886346
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2019,2019,t,578100.0,A,Official figure,No additional notes,578100.0,20.199975063167198,3.054000005411577,27268.9,21200.0,585600.0,11.87450801468795,11.29267959266964
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2020,2020,ha,20700.0,A,Official figure,No additional notes,20700.0,-0.964193046185781,-3.3296131638171085,578100.0,27268.9,21200.0,11.874632353537237,11.513328318141097
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2020,2020,kg/ha,27241.5,A,Official figure,No additional notes,27241.5,0.31601449275362326,0.27460784557320256,20700.0,578100.0,27268.9,11.866850404027966,9.203692014927757
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2020,2020,t,563900.0,A,Official figure,No additional notes,563900.0,19.70003487326322,3.030135384968611,27241.5,20700.0,578100.0,11.578640485549991,11.006697682827555
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2021,2021,ha,20000.0,A,Official figure,No additional notes,20000.0,-0.9645327185671219,-3.3391446572591463,563900.0,27241.5,20700.0,11.578747780810593,11.235065370433137
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2021,2021,kg/ha,27340.0,A,Official figure,No additional notes,27340.0,0.367,0.3126185577418125,20000.0,563900.0,27241.5,11.565491562897728,8.973203272060703
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2021,2021,t,546800.0,A,Official figure,No additional notes,546800.0,19.0,2.995732273553991,27340.0,20000.0,563900.0,11.162020688114314,10.666064963876435
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2022,2022,ha,19900.0,A,Official figure,No additional notes,19900.0,-0.9636064374542794,-3.3133633731193473,546800.0,27340.0,20000.0,11.161726154445232,10.899832667523437
QCL,Crops and livestock products,392,Japan,5412,Yield,1214.0,Lettuce and chicory,2022,2022,kg/ha,27778.9,A,Official figure,No additional notes,27778.9,0.39592462311557797,0.33355700797952237,19900.0,546800.0,27340.0,11.154263215791957,8.653530948509177
QCL,Crops and livestock products,392,Japan,5510,Production,1214.0,Lettuce and chicory,2022,2022,t,552800.0,A,Official figure,No additional notes,552800.0,18.899996040159976,2.990719532743491,27778.9,19900.0,546800.0,11.096633777114695,10.430510226879045
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1214.0,Lettuce and chicory,2023,2023,ha,20387.0,I,Imputed value,No additional notes,20387.0,-0.963120477568741,-3.3000988296384586,552800.0,27778.9,19900.0,11.09647887387136,10.67332064385636
